file	script	offset	opcode	time	size	mask	payload
face_al00.anm	1	524772	23	0	8	0	
face_al00.anm	1	524780	21	0	12	0	01000000
face_al00.anm	1	524792	8	0	12	0	00000000
face_al00.anm	1	524804	6	0	20	0	000060c30000004300000000
face_al00.anm	1	524824	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	1	524852	34	0	20	0	1e00000000000000ff000000
face_al00.anm	1	524872	20	30	8	0	
face_al00.anm	1	524880	21	30	12	0	02000000
face_al00.anm	1	524892	23	60	8	0	
face_al00.anm	1	524900	21	60	12	0	03000000
face_al00.anm	1	524912	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	1	524940	34	60	20	0	0f00000000000000ff000000
face_al00.anm	1	524960	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	1	524988	20	75	8	0	
face_al00.anm	1	524996	21	75	12	0	04000000
face_al00.anm	1	525008	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	1	525036	34	75	20	0	0f00000000000000c0000000
face_al00.anm	1	525056	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	1	525084	20	90	8	0	
face_al00.anm	1	525092	21	90	12	0	06000000
face_al00.anm	1	525104	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	1	525132	20	105	8	0	
face_al00.anm	1	525140	21	105	12	0	05000000
face_al00.anm	1	525152	34	105	20	0	1e0000000000000000000000
face_al00.anm	1	525172	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	1	525200	1	135	8	0	
face_al00.anm	1	525208	-1	0	0	0	
face_al00.anm	2	656432	3	0	12	0	03000000
face_al00.anm	2	656444	22	0	8	0	
face_al00.anm	2	656452	6	0	20	0	000060c30000004300000000
face_al00.anm	2	656472	8	0	12	0	00000000
face_al00.anm	2	656484	23	0	8	0	
face_al00.anm	2	656492	21	0	12	0	01000000
face_al00.anm	2	656504	8	0	12	0	00000000
face_al00.anm	2	656516	6	0	20	0	000060c30000004300000000
face_al00.anm	2	656536	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	2	656564	34	0	20	0	1e00000000000000ff000000
face_al00.anm	2	656584	20	30	8	0	
face_al00.anm	2	656592	21	30	12	0	02000000
face_al00.anm	2	656604	23	60	8	0	
face_al00.anm	2	656612	21	60	12	0	03000000
face_al00.anm	2	656624	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	2	656652	34	60	20	0	0f00000000000000ff000000
face_al00.anm	2	656672	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	2	656700	20	75	8	0	
face_al00.anm	2	656708	21	75	12	0	04000000
face_al00.anm	2	656720	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	2	656748	34	75	20	0	0f00000000000000c0000000
face_al00.anm	2	656768	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	2	656796	20	90	8	0	
face_al00.anm	2	656804	21	90	12	0	06000000
face_al00.anm	2	656816	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	2	656844	20	105	8	0	
face_al00.anm	2	656852	21	105	12	0	05000000
face_al00.anm	2	656864	34	105	20	0	1e0000000000000000000000
face_al00.anm	2	656884	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	2	656912	1	135	8	0	
face_al00.anm	2	656920	-1	0	0	0	
face_al00.anm	3	788144	3	0	12	0	04000000
face_al00.anm	3	788156	22	0	8	0	
face_al00.anm	3	788164	6	0	20	0	000060c30000004300000000
face_al00.anm	3	788184	8	0	12	0	00000000
face_al00.anm	3	788196	23	0	8	0	
face_al00.anm	3	788204	21	0	12	0	01000000
face_al00.anm	3	788216	8	0	12	0	00000000
face_al00.anm	3	788228	6	0	20	0	000060c30000004300000000
face_al00.anm	3	788248	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	3	788276	34	0	20	0	1e00000000000000ff000000
face_al00.anm	3	788296	20	30	8	0	
face_al00.anm	3	788304	21	30	12	0	02000000
face_al00.anm	3	788316	23	60	8	0	
face_al00.anm	3	788324	21	60	12	0	03000000
face_al00.anm	3	788336	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	3	788364	34	60	20	0	0f00000000000000ff000000
face_al00.anm	3	788384	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	3	788412	20	75	8	0	
face_al00.anm	3	788420	21	75	12	0	04000000
face_al00.anm	3	788432	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	3	788460	34	75	20	0	0f00000000000000c0000000
face_al00.anm	3	788480	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	3	788508	20	90	8	0	
face_al00.anm	3	788516	21	90	12	0	06000000
face_al00.anm	3	788528	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	3	788556	20	105	8	0	
face_al00.anm	3	788564	21	105	12	0	05000000
face_al00.anm	3	788576	34	105	20	0	1e0000000000000000000000
face_al00.anm	3	788596	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	3	788624	1	135	8	0	
face_al00.anm	3	788632	-1	0	0	0	
face_al00.anm	4	919856	3	0	12	0	05000000
face_al00.anm	4	919868	22	0	8	0	
face_al00.anm	4	919876	6	0	20	0	000060c30000004300000000
face_al00.anm	4	919896	8	0	12	0	00000000
face_al00.anm	4	919908	23	0	8	0	
face_al00.anm	4	919916	21	0	12	0	01000000
face_al00.anm	4	919928	8	0	12	0	00000000
face_al00.anm	4	919940	6	0	20	0	000060c30000004300000000
face_al00.anm	4	919960	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	4	919988	34	0	20	0	1e00000000000000ff000000
face_al00.anm	4	920008	20	30	8	0	
face_al00.anm	4	920016	21	30	12	0	02000000
face_al00.anm	4	920028	23	60	8	0	
face_al00.anm	4	920036	21	60	12	0	03000000
face_al00.anm	4	920048	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	4	920076	34	60	20	0	0f00000000000000ff000000
face_al00.anm	4	920096	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	4	920124	20	75	8	0	
face_al00.anm	4	920132	21	75	12	0	04000000
face_al00.anm	4	920144	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	4	920172	34	75	20	0	0f00000000000000c0000000
face_al00.anm	4	920192	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	4	920220	20	90	8	0	
face_al00.anm	4	920228	21	90	12	0	06000000
face_al00.anm	4	920240	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	4	920268	20	105	8	0	
face_al00.anm	4	920276	21	105	12	0	05000000
face_al00.anm	4	920288	34	105	20	0	1e0000000000000000000000
face_al00.anm	4	920308	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	4	920336	1	135	8	0	
face_al00.anm	4	920344	-1	0	0	0	
face_al00.anm	5	1051568	3	0	12	0	06000000
face_al00.anm	5	1051580	22	0	8	0	
face_al00.anm	5	1051588	6	0	20	0	000060c30000004300000000
face_al00.anm	5	1051608	8	0	12	0	00000000
face_al00.anm	5	1051620	23	0	8	0	
face_al00.anm	5	1051628	21	0	12	0	01000000
face_al00.anm	5	1051640	8	0	12	0	00000000
face_al00.anm	5	1051652	6	0	20	0	000060c30000004300000000
face_al00.anm	5	1051672	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	5	1051700	34	0	20	0	1e00000000000000ff000000
face_al00.anm	5	1051720	20	30	8	0	
face_al00.anm	5	1051728	21	30	12	0	02000000
face_al00.anm	5	1051740	23	60	8	0	
face_al00.anm	5	1051748	21	60	12	0	03000000
face_al00.anm	5	1051760	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	5	1051788	34	60	20	0	0f00000000000000ff000000
face_al00.anm	5	1051808	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	5	1051836	20	75	8	0	
face_al00.anm	5	1051844	21	75	12	0	04000000
face_al00.anm	5	1051856	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	5	1051884	34	75	20	0	0f00000000000000c0000000
face_al00.anm	5	1051904	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	5	1051932	20	90	8	0	
face_al00.anm	5	1051940	21	90	12	0	06000000
face_al00.anm	5	1051952	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	5	1051980	20	105	8	0	
face_al00.anm	5	1051988	21	105	12	0	05000000
face_al00.anm	5	1052000	34	105	20	0	1e0000000000000000000000
face_al00.anm	5	1052020	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	5	1052048	1	135	8	0	
face_al00.anm	5	1052056	-1	0	0	0	
face_al00.anm	6	1183280	3	0	12	0	07000000
face_al00.anm	6	1183292	22	0	8	0	
face_al00.anm	6	1183300	6	0	20	0	000060c30000004300000000
face_al00.anm	6	1183320	8	0	12	0	00000000
face_al00.anm	6	1183332	23	0	8	0	
face_al00.anm	6	1183340	21	0	12	0	01000000
face_al00.anm	6	1183352	8	0	12	0	00000000
face_al00.anm	6	1183364	6	0	20	0	000060c30000004300000000
face_al00.anm	6	1183384	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	6	1183412	34	0	20	0	1e00000000000000ff000000
face_al00.anm	6	1183432	20	30	8	0	
face_al00.anm	6	1183440	21	30	12	0	02000000
face_al00.anm	6	1183452	23	60	8	0	
face_al00.anm	6	1183460	21	60	12	0	03000000
face_al00.anm	6	1183472	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	6	1183500	34	60	20	0	0f00000000000000ff000000
face_al00.anm	6	1183520	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	6	1183548	20	75	8	0	
face_al00.anm	6	1183556	21	75	12	0	04000000
face_al00.anm	6	1183568	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	6	1183596	34	75	20	0	0f00000000000000c0000000
face_al00.anm	6	1183616	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	6	1183644	20	90	8	0	
face_al00.anm	6	1183652	21	90	12	0	06000000
face_al00.anm	6	1183664	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	6	1183692	20	105	8	0	
face_al00.anm	6	1183700	21	105	12	0	05000000
face_al00.anm	6	1183712	34	105	20	0	1e0000000000000000000000
face_al00.anm	6	1183732	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	6	1183760	1	135	8	0	
face_al00.anm	6	1183768	-1	0	0	0	
face_al00.anm	7	1314992	3	0	12	0	08000000
face_al00.anm	7	1315004	22	0	8	0	
face_al00.anm	7	1315012	6	0	20	0	000060c30000004300000000
face_al00.anm	7	1315032	8	0	12	0	00000000
face_al00.anm	7	1315044	23	0	8	0	
face_al00.anm	7	1315052	21	0	12	0	01000000
face_al00.anm	7	1315064	8	0	12	0	00000000
face_al00.anm	7	1315076	6	0	20	0	000060c30000004300000000
face_al00.anm	7	1315096	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	7	1315124	34	0	20	0	1e00000000000000ff000000
face_al00.anm	7	1315144	20	30	8	0	
face_al00.anm	7	1315152	21	30	12	0	02000000
face_al00.anm	7	1315164	23	60	8	0	
face_al00.anm	7	1315172	21	60	12	0	03000000
face_al00.anm	7	1315184	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	7	1315212	34	60	20	0	0f00000000000000ff000000
face_al00.anm	7	1315232	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	7	1315260	20	75	8	0	
face_al00.anm	7	1315268	21	75	12	0	04000000
face_al00.anm	7	1315280	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	7	1315308	34	75	20	0	0f00000000000000c0000000
face_al00.anm	7	1315328	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	7	1315356	20	90	8	0	
face_al00.anm	7	1315364	21	90	12	0	06000000
face_al00.anm	7	1315376	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	7	1315404	20	105	8	0	
face_al00.anm	7	1315412	21	105	12	0	05000000
face_al00.anm	7	1315424	34	105	20	0	1e0000000000000000000000
face_al00.anm	7	1315444	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	7	1315472	1	135	8	0	
face_al00.anm	7	1315480	-1	0	0	0	
face_al00.anm	8	1446704	3	0	12	0	09000000
face_al00.anm	8	1446716	22	0	8	0	
face_al00.anm	8	1446724	6	0	20	0	000060c30000004300000000
face_al00.anm	8	1446744	8	0	12	0	00000000
face_al00.anm	8	1446756	23	0	8	0	
face_al00.anm	8	1446764	21	0	12	0	01000000
face_al00.anm	8	1446776	8	0	12	0	00000000
face_al00.anm	8	1446788	6	0	20	0	000060c30000004300000000
face_al00.anm	8	1446808	32	0	28	0	1e00000004000000000040420000004300000000
face_al00.anm	8	1446836	34	0	20	0	1e00000000000000ff000000
face_al00.anm	8	1446856	20	30	8	0	
face_al00.anm	8	1446864	21	30	12	0	02000000
face_al00.anm	8	1446876	23	60	8	0	
face_al00.anm	8	1446884	21	60	12	0	03000000
face_al00.anm	8	1446896	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_al00.anm	8	1446924	34	60	20	0	0f00000000000000ff000000
face_al00.anm	8	1446944	32	60	28	0	0f00000004000000000040420000004300000000
face_al00.anm	8	1446972	20	75	8	0	
face_al00.anm	8	1446980	21	75	12	0	04000000
face_al00.anm	8	1446992	33	75	28	0	0f00000000000000800000008000000080000000
face_al00.anm	8	1447020	34	75	20	0	0f00000000000000c0000000
face_al00.anm	8	1447040	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_al00.anm	8	1447068	20	90	8	0	
face_al00.anm	8	1447076	21	90	12	0	06000000
face_al00.anm	8	1447088	33	90	28	0	0f00000000000000800000008000000080000000
face_al00.anm	8	1447116	20	105	8	0	
face_al00.anm	8	1447124	21	105	12	0	05000000
face_al00.anm	8	1447136	34	105	20	0	1e0000000000000000000000
face_al00.anm	8	1447156	32	105	28	0	1e00000000000000000060c30000104300000000
face_al00.anm	8	1447184	1	135	8	0	
face_al00.anm	8	1447192	-1	0	0	0	
face_alsp.anm	0	128	3	0	12	0	00000000
face_alsp.anm	0	140	8	0	12	0	00000000
face_alsp.anm	0	152	22	0	8	0	
face_alsp.anm	0	160	6	0	20	0	000020430000e0c200000000
face_alsp.anm	0	180	34	0	20	0	1e00000000000000c0000000
face_alsp.anm	0	200	32	0	28	0	b400000000000000000020430000104300000000
face_alsp.anm	0	228	34	90	20	0	3c0000000000000000000000
face_alsp.anm	0	248	1	150	8	0	
face_alsp.anm	0	256	-1	0	0	0	
face_cdbg.anm	0	176	3	0	12	0	00000000
face_cdbg.anm	0	188	82	0	12	0	01000000
face_cdbg.anm	0	200	8	0	12	0	00000000
face_cdbg.anm	0	212	22	0	8	0	
face_cdbg.anm	0	220	6	0	20	0	0000e0420000804100000000
face_cdbg.anm	0	240	32	0	28	0	9600000000000000000060430000804100000000
face_cdbg.anm	0	268	34	0	20	0	3200000000000000ff000000
face_cdbg.anm	0	288	37	0	16	1	1827000064000000
face_cdbg.anm	0	304	27	0	12	0	898808bc
face_cdbg.anm	0	316	5	1	20	1	182700008000000000000000
face_cdbg.anm	0	336	34	1	20	0	320000000000000000000000
face_cdbg.anm	0	356	37	1	16	1	1827000032000000
face_cdbg.anm	0	372	27	1	12	0	898808bc
face_cdbg.anm	0	384	5	2	20	1	18270000c400000001000000
face_cdbg.anm	0	404	1	2	8	0	
face_cdbg.anm	0	412	-1	0	0	0	
face_cdbg.anm	1	420	3	0	12	0	00000000
face_cdbg.anm	1	432	8	0	12	0	00000000
face_cdbg.anm	1	444	22	0	8	0	
face_cdbg.anm	1	452	6	0	20	0	0000a8430000804100000000
face_cdbg.anm	1	472	32	0	28	0	9600000000000000000070430000804100000000
face_cdbg.anm	1	500	34	0	20	0	3200000000000000ff000000
face_cdbg.anm	1	520	37	0	16	1	1827000064000000
face_cdbg.anm	1	536	27	0	12	0	8988083c
face_cdbg.anm	1	548	5	1	20	1	182700007400000000000000
face_cdbg.anm	1	568	34	1	20	0	320000000000000000000000
face_cdbg.anm	1	588	37	1	16	1	1827000032000000
face_cdbg.anm	1	604	27	1	12	0	8988083c
face_cdbg.anm	1	616	5	2	20	1	18270000b800000001000000
face_cdbg.anm	1	636	1	2	8	0	
face_cdbg.anm	1	644	-1	0	0	0	
face_cdbg.anm	2	652	3	0	12	0	00000000
face_cdbg.anm	2	664	82	0	12	0	01000000
face_cdbg.anm	2	676	8	0	12	0	00000000
face_cdbg.anm	2	688	12	0	20	0	0000000000000000db0fc9bf
face_cdbg.anm	2	708	6	0	20	0	000060430000844300000000
face_cdbg.anm	2	728	32	0	28	0	9600000000000000000060430000b44300000000
face_cdbg.anm	2	756	34	20	20	0	3200000000000000ff000000
face_cdbg.anm	2	776	37	20	16	1	1827000050000000
face_cdbg.anm	2	792	27	20	12	0	8988083c
face_cdbg.anm	2	804	5	21	20	1	182700008c00000014000000
face_cdbg.anm	2	824	34	21	20	0	320000000000000000000000
face_cdbg.anm	2	844	37	21	16	1	1827000032000000
face_cdbg.anm	2	860	27	21	12	0	8988083c
face_cdbg.anm	2	872	5	22	20	1	18270000d000000015000000
face_cdbg.anm	2	892	1	22	8	0	
face_cdbg.anm	2	900	-1	0	0	0	
face_cdbg.anm	3	908	3	0	12	0	00000000
face_cdbg.anm	3	920	8	0	12	0	00000000
face_cdbg.anm	3	932	12	0	20	0	0000000000000000db0fc9bf
face_cdbg.anm	3	952	6	0	20	0	000060430000cc4300000000
face_cdbg.anm	3	972	32	0	28	0	96000000000000000000604300009c4300000000
face_cdbg.anm	3	1000	34	20	20	0	3200000000000000ff000000
face_cdbg.anm	3	1020	37	20	16	1	1827000050000000
face_cdbg.anm	3	1036	27	20	12	0	898808bc
face_cdbg.anm	3	1048	5	21	20	1	182700008000000014000000
face_cdbg.anm	3	1068	34	21	20	0	320000000000000000000000
face_cdbg.anm	3	1088	37	21	16	1	1827000032000000
face_cdbg.anm	3	1104	27	21	12	0	898808bc
face_cdbg.anm	3	1116	5	22	20	1	18270000c400000015000000
face_cdbg.anm	3	1136	1	22	8	0	
face_cdbg.anm	3	1144	-1	0	0	0	
face_mr00.anm	0	152	3	0	12	0	00000000
face_mr00.anm	0	164	8	0	12	0	00000000
face_mr00.anm	0	176	22	0	8	0	
face_mr00.anm	0	184	6	0	20	0	000040420000104300000000
face_mr00.anm	0	204	34	0	20	0	1e0000000000000080000000
face_mr00.anm	0	224	32	0	28	0	b400000000000000000040420000e0c200000000
face_mr00.anm	0	252	34	90	20	0	3c0000000000000000000000
face_mr00.anm	0	272	1	150	8	0	
face_mr00.anm	0	280	-1	0	0	0	
face_mr00.anm	1	524736	3	0	12	0	02000000
face_mr00.anm	1	524748	22	0	8	0	
face_mr00.anm	1	524756	6	0	20	0	000060c30000004300000000
face_mr00.anm	1	524776	8	0	12	0	00000000
face_mr00.anm	1	524788	23	0	8	0	
face_mr00.anm	1	524796	21	0	12	0	01000000
face_mr00.anm	1	524808	8	0	12	0	00000000
face_mr00.anm	1	524820	6	0	20	0	000060c30000004300000000
face_mr00.anm	1	524840	32	0	28	0	1e00000004000000000040420000004300000000
face_mr00.anm	1	524868	34	0	20	0	1e00000000000000ff000000
face_mr00.anm	1	524888	20	30	8	0	
face_mr00.anm	1	524896	21	30	12	0	02000000
face_mr00.anm	1	524908	23	60	8	0	
face_mr00.anm	1	524916	21	60	12	0	03000000
face_mr00.anm	1	524928	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_mr00.anm	1	524956	34	60	20	0	0f00000000000000ff000000
face_mr00.anm	1	524976	32	60	28	0	0f00000004000000000040420000004300000000
face_mr00.anm	1	525004	20	75	8	0	
face_mr00.anm	1	525012	21	75	12	0	04000000
face_mr00.anm	1	525024	33	75	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	1	525052	34	75	20	0	0f00000000000000c0000000
face_mr00.anm	1	525072	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_mr00.anm	1	525100	20	90	8	0	
face_mr00.anm	1	525108	21	90	12	0	06000000
face_mr00.anm	1	525120	33	90	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	1	525148	20	105	8	0	
face_mr00.anm	1	525156	21	105	12	0	05000000
face_mr00.anm	1	525168	34	105	20	0	1e0000000000000000000000
face_mr00.anm	1	525188	32	105	28	0	1e00000000000000000060c30000104300000000
face_mr00.anm	1	525216	1	135	8	0	
face_mr00.anm	1	525224	-1	0	0	0	
face_mr00.anm	2	656464	3	0	12	0	03000000
face_mr00.anm	2	656476	22	0	8	0	
face_mr00.anm	2	656484	6	0	20	0	000060c30000004300000000
face_mr00.anm	2	656504	8	0	12	0	00000000
face_mr00.anm	2	656516	23	0	8	0	
face_mr00.anm	2	656524	21	0	12	0	01000000
face_mr00.anm	2	656536	8	0	12	0	00000000
face_mr00.anm	2	656548	6	0	20	0	000060c30000004300000000
face_mr00.anm	2	656568	32	0	28	0	1e00000004000000000040420000004300000000
face_mr00.anm	2	656596	34	0	20	0	1e00000000000000ff000000
face_mr00.anm	2	656616	20	30	8	0	
face_mr00.anm	2	656624	21	30	12	0	02000000
face_mr00.anm	2	656636	23	60	8	0	
face_mr00.anm	2	656644	21	60	12	0	03000000
face_mr00.anm	2	656656	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_mr00.anm	2	656684	34	60	20	0	0f00000000000000ff000000
face_mr00.anm	2	656704	32	60	28	0	0f00000004000000000040420000004300000000
face_mr00.anm	2	656732	20	75	8	0	
face_mr00.anm	2	656740	21	75	12	0	04000000
face_mr00.anm	2	656752	33	75	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	2	656780	34	75	20	0	0f00000000000000c0000000
face_mr00.anm	2	656800	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_mr00.anm	2	656828	20	90	8	0	
face_mr00.anm	2	656836	21	90	12	0	06000000
face_mr00.anm	2	656848	33	90	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	2	656876	20	105	8	0	
face_mr00.anm	2	656884	21	105	12	0	05000000
face_mr00.anm	2	656896	34	105	20	0	1e0000000000000000000000
face_mr00.anm	2	656916	32	105	28	0	1e00000000000000000060c30000104300000000
face_mr00.anm	2	656944	1	135	8	0	
face_mr00.anm	2	656952	-1	0	0	0	
face_mr00.anm	3	788192	3	0	12	0	04000000
face_mr00.anm	3	788204	22	0	8	0	
face_mr00.anm	3	788212	6	0	20	0	000060c30000004300000000
face_mr00.anm	3	788232	8	0	12	0	00000000
face_mr00.anm	3	788244	23	0	8	0	
face_mr00.anm	3	788252	21	0	12	0	01000000
face_mr00.anm	3	788264	8	0	12	0	00000000
face_mr00.anm	3	788276	6	0	20	0	000060c30000004300000000
face_mr00.anm	3	788296	32	0	28	0	1e00000004000000000040420000004300000000
face_mr00.anm	3	788324	34	0	20	0	1e00000000000000ff000000
face_mr00.anm	3	788344	20	30	8	0	
face_mr00.anm	3	788352	21	30	12	0	02000000
face_mr00.anm	3	788364	23	60	8	0	
face_mr00.anm	3	788372	21	60	12	0	03000000
face_mr00.anm	3	788384	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_mr00.anm	3	788412	34	60	20	0	0f00000000000000ff000000
face_mr00.anm	3	788432	32	60	28	0	0f00000004000000000040420000004300000000
face_mr00.anm	3	788460	20	75	8	0	
face_mr00.anm	3	788468	21	75	12	0	04000000
face_mr00.anm	3	788480	33	75	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	3	788508	34	75	20	0	0f00000000000000c0000000
face_mr00.anm	3	788528	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_mr00.anm	3	788556	20	90	8	0	
face_mr00.anm	3	788564	21	90	12	0	06000000
face_mr00.anm	3	788576	33	90	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	3	788604	20	105	8	0	
face_mr00.anm	3	788612	21	105	12	0	05000000
face_mr00.anm	3	788624	34	105	20	0	1e0000000000000000000000
face_mr00.anm	3	788644	32	105	28	0	1e00000000000000000060c30000104300000000
face_mr00.anm	3	788672	1	135	8	0	
face_mr00.anm	3	788680	-1	0	0	0	
face_mr00.anm	4	919920	3	0	12	0	05000000
face_mr00.anm	4	919932	22	0	8	0	
face_mr00.anm	4	919940	6	0	20	0	000060c30000004300000000
face_mr00.anm	4	919960	8	0	12	0	00000000
face_mr00.anm	4	919972	23	0	8	0	
face_mr00.anm	4	919980	21	0	12	0	01000000
face_mr00.anm	4	919992	8	0	12	0	00000000
face_mr00.anm	4	920004	6	0	20	0	000060c30000004300000000
face_mr00.anm	4	920024	32	0	28	0	1e00000004000000000040420000004300000000
face_mr00.anm	4	920052	34	0	20	0	1e00000000000000ff000000
face_mr00.anm	4	920072	20	30	8	0	
face_mr00.anm	4	920080	21	30	12	0	02000000
face_mr00.anm	4	920092	23	60	8	0	
face_mr00.anm	4	920100	21	60	12	0	03000000
face_mr00.anm	4	920112	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_mr00.anm	4	920140	34	60	20	0	0f00000000000000ff000000
face_mr00.anm	4	920160	32	60	28	0	0f00000004000000000040420000004300000000
face_mr00.anm	4	920188	20	75	8	0	
face_mr00.anm	4	920196	21	75	12	0	04000000
face_mr00.anm	4	920208	33	75	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	4	920236	34	75	20	0	0f00000000000000c0000000
face_mr00.anm	4	920256	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_mr00.anm	4	920284	20	90	8	0	
face_mr00.anm	4	920292	21	90	12	0	06000000
face_mr00.anm	4	920304	33	90	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	4	920332	20	105	8	0	
face_mr00.anm	4	920340	21	105	12	0	05000000
face_mr00.anm	4	920352	34	105	20	0	1e0000000000000000000000
face_mr00.anm	4	920372	32	105	28	0	1e00000000000000000060c30000104300000000
face_mr00.anm	4	920400	1	135	8	0	
face_mr00.anm	4	920408	-1	0	0	0	
face_mr00.anm	5	1051648	3	0	12	0	06000000
face_mr00.anm	5	1051660	22	0	8	0	
face_mr00.anm	5	1051668	6	0	20	0	000060c30000004300000000
face_mr00.anm	5	1051688	8	0	12	0	00000000
face_mr00.anm	5	1051700	23	0	8	0	
face_mr00.anm	5	1051708	21	0	12	0	01000000
face_mr00.anm	5	1051720	8	0	12	0	00000000
face_mr00.anm	5	1051732	6	0	20	0	000060c30000004300000000
face_mr00.anm	5	1051752	32	0	28	0	1e00000004000000000040420000004300000000
face_mr00.anm	5	1051780	34	0	20	0	1e00000000000000ff000000
face_mr00.anm	5	1051800	20	30	8	0	
face_mr00.anm	5	1051808	21	30	12	0	02000000
face_mr00.anm	5	1051820	23	60	8	0	
face_mr00.anm	5	1051828	21	60	12	0	03000000
face_mr00.anm	5	1051840	33	60	28	0	0f00000000000000ff000000ff000000ff000000
face_mr00.anm	5	1051868	34	60	20	0	0f00000000000000ff000000
face_mr00.anm	5	1051888	32	60	28	0	0f00000004000000000040420000004300000000
face_mr00.anm	5	1051916	20	75	8	0	
face_mr00.anm	5	1051924	21	75	12	0	04000000
face_mr00.anm	5	1051936	33	75	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	5	1051964	34	75	20	0	0f00000000000000c0000000
face_mr00.anm	5	1051984	32	75	28	0	0f000000040000000000c041000008430ad7233c
face_mr00.anm	5	1052012	20	90	8	0	
face_mr00.anm	5	1052020	21	90	12	0	06000000
face_mr00.anm	5	1052032	33	90	28	0	0f00000000000000800000008000000080000000
face_mr00.anm	5	1052060	20	105	8	0	
face_mr00.anm	5	1052068	21	105	12	0	05000000
face_mr00.anm	5	1052080	34	105	20	0	1e0000000000000000000000
face_mr00.anm	5	1052100	32	105	28	0	1e00000000000000000060c30000104300000000
