file	offset	object	x	y	z
stage4b.std	3048	0	-192	4040	0
stage4b.std	3064	1	-192	4040	0
stage4b.std	3080	0	-192	3784	0
stage4b.std	3096	1	-192	3784	0
stage4b.std	3112	0	-192	3528	0
stage4b.std	3128	1	-192	3528	0
stage4b.std	3144	0	-192	3272	0
stage4b.std	3160	1	-192	3272	0
stage4b.std	3176	0	-192	3016	0
stage4b.std	3192	1	-192	3016	0
stage4b.std	3208	0	-192	2760	0
stage4b.std	3224	1	-192	2760	0
stage4b.std	3240	0	-192	2504	0
stage4b.std	3256	1	-192	2504	0
stage4b.std	3272	0	-192	2248	0
stage4b.std	3288	1	-192	2248	0
stage4b.std	3304	0	-192	1992	0
stage4b.std	3320	1	-192	1992	0
stage4b.std	3336	0	-192	1736	0
stage4b.std	3352	1	-192	1736	0
stage4b.std	3368	0	-192	1480	0
stage4b.std	3384	1	-192	1480	0
stage4b.std	3400	0	-192	1224	0
stage4b.std	3416	1	-192	1224	0
stage4b.std	3432	0	-192	968	0
stage4b.std	3448	1	-192	968	0
stage4b.std	3464	0	-192	712	0
stage4b.std	3480	0	320	712	0
stage4b.std	3496	1	-192	712	0
stage4b.std	3512	0	-192	456	0
stage4b.std	3528	0	320	456	0
stage4b.std	3544	1	-192	456	0
stage4b.std	3560	0	-192	200	0
stage4b.std	3576	0	320	200	0
stage4b.std	3592	1	-192	200	0
stage4b.std	3608	0	-192	-56	0
stage4b.std	3624	0	320	-56	0
stage4b.std	3640	1	-192	-56	0
stage4b_s.std	2872	0	-192	6600	0
stage4b_s.std	2888	0	-192	6344	0
stage4b_s.std	2904	2	-192	6088	0
stage4b_s.std	2920	2	-192	5832	0
stage4b_s.std	2936	2	-192	5576	0
stage4b_s.std	2952	2	-192	5320	0
stage4b_s.std	2968	2	-192	5064	0
stage4b_s.std	2984	2	-192	4808	0
stage4b_s.std	3000	2	-192	4552	0
stage4b_s.std	3016	0	-192	4296	0
stage4b_s.std	3032	1	-192	4296	0
stage4b_s.std	3048	0	-192	4040	0
stage4b_s.std	3064	1	-192	4040	0
stage4b_s.std	3080	0	-192	3784	0
stage4b_s.std	3096	1	-192	3784	0
stage4b_s.std	3112	0	-192	3528	0
stage4b_s.std	3128	1	-192	3528	0
stage4b_s.std	3144	0	-192	3272	0
stage4b_s.std	3160	1	-192	3272	0
stage4b_s.std	3176	0	-192	3016	0
stage4b_s.std	3192	1	-192	3016	0
stage4b_s.std	3208	0	-192	2760	0
stage4b_s.std	3224	1	-192	2760	0
stage4b_s.std	3240	0	-192	2504	0
stage4b_s.std	3256	1	-192	2504	0
stage4b_s.std	3272	0	-192	2248	0
stage4b_s.std	3288	1	-192	2248	0
stage4b_s.std	3304	0	-192	1992	0
stage4b_s.std	3320	1	-192	1992	0
stage4b_s.std	3336	0	-192	1736	0
stage4b_s.std	3352	1	-192	1736	0
stage4b_s.std	3368	0	-192	1480	0
stage4b_s.std	3384	1	-192	1480	0
stage4b_s.std	3400	0	-192	1224	0
stage4b_s.std	3416	1	-192	1224	0
stage4b_s.std	3432	0	-192	968	0
stage4b_s.std	3448	1	-192	968	0
stage4b_s.std	3464	0	-192	712	0
stage4b_s.std	3480	0	320	712	0
stage4b_s.std	3496	1	-192	712	0
stage4b_s.std	3512	0	-192	456	0
stage4b_s.std	3528	0	320	456	0
stage4b_s.std	3544	1	-192	456	0
stage4b_s.std	3560	0	-192	200	0
stage4b_s.std	3576	0	320	200	0
stage4b_s.std	3592	1	-192	200	0
stage4b_s.std	3608	0	-192	-56	0
stage4b_s.std	3624	0	320	-56	0
stage4b_s.std	3640	1	-192	-56	0
stage5.std	1852	3	-192	10240	0
stage5.std	1868	1	0	10240	0
stage5.std	1884	4	0	10240	0
stage5.std	1900	3	-192	9856	0
stage5.std	1916	1	0	9856	0
stage5.std	1932	4	0	9856	0
stage5.std	1948	3	-192	9472	0
stage5.std	1964	1	0	9472	0
stage5.std	1980	4	0	9472	0
stage5.std	1996	3	-192	9088	0
stage5.std	2012	1	0	9088	0
stage5.std	2028	4	0	9088	0
stage5.std	2044	3	-192	8704	0
stage5.std	2060	1	0	8704	0
stage5.std	2076	4	0	8704	0
stage5.std	2092	3	-192	8320	0
stage5.std	2108	1	0	8320	0
stage5.std	2124	4	0	8320	0
stage5.std	2140	3	-192	7936	0
stage5.std	2156	1	0	7936	0
stage5.std	2172	4	0	7936	0
stage5.std	2188	3	-192	7552	0
stage5.std	2204	1	0	7552	0
stage5.std	2220	4	0	7552	0
stage5.std	2236	3	-192	7168	0
stage5.std	2252	1	0	7168	0
stage5.std	2268	4	0	7168	0
stage5.std	2284	3	-192	6784	0
stage5.std	2300	1	0	6784	0
stage5.std	2316	4	0	6784	0
stage5.std	2332	3	-192	6400	0
stage5.std	2348	1	0	6400	0
stage5.std	2364	4	0	6400	0
stage5.std	2380	3	-192	6016	0
stage5.std	2396	1	0	6016	0
stage5.std	2412	4	0	6016	0
stage5.std	2428	3	-192	5632	0
stage5.std	2444	1	0	5632	0
stage5.std	2460	4	0	5632	0
stage5.std	2476	3	-192	5248	0
stage5.std	2492	1	0	5248	0
stage5.std	2508	4	0	5248	0
stage5.std	2524	3	-192	4864	0
stage5.std	2540	1	0	4864	0
stage5.std	2556	4	0	4864	0
stage5.std	2572	0	-192	4480	0
stage5.std	2588	1	0	4480	0
stage5.std	2604	2	0	4480	0
stage5.std	2620	0	-192	4096	0
stage5.std	2636	1	0	4096	0
stage5.std	2652	2	0	4096	0
stage5.std	2668	0	-192	3712	0
stage5.std	2684	1	0	3712	0
stage5.std	2700	2	0	3712	0
stage5.std	2716	0	-192	3328	0
stage5.std	2732	1	0	3328	0
stage5.std	2748	2	0	3328	0
stage5.std	2764	0	-192	2944	0
stage5.std	2780	1	0	2944	0
stage5.std	2796	2	0	2944	0
stage5.std	2812	0	-192	2560	0
stage5.std	2828	1	0	2560	0
stage5.std	2844	2	0	2560	0
stage5.std	2860	0	-192	2176	0
stage5.std	2876	1	0	2176	0
stage5.std	2892	2	0	2176	0
stage5.std	2908	0	-192	1792	0
stage5.std	2924	1	0	1792	0
stage5.std	2940	2	0	1792	0
stage5.std	2956	0	-192	1408	0
stage5.std	2972	1	0	1408	0
stage5.std	2988	2	0	1408	0
stage5.std	3004	0	-192	1024	0
stage5.std	3020	1	0	1024	0
stage5.std	3036	2	0	1024	0
stage5.std	3052	0	-192	640	0
stage5.std	3068	1	0	640	0
stage5.std	3084	2	0	640	0
stage5.std	3100	0	-192	256	0
stage5.std	3116	1	0	256	0
stage5.std	3132	2	0	256	0
stage5.std	3148	0	-192	-128	0
stage5.std	3164	1	0	-128	0
stage5.std	3180	2	0	-128	0
stage5.std	3196	0	-192	-512	0
stage5.std	3212	1	0	-512	0
stage5.std	3228	2	0	-512	0
stage5.std	3244	0	-192	-896	0
stage5.std	3260	1	0	-896	0
stage5.std	3276	2	0	-896	0
stage5.std	3292	0	-192	-1280	0
stage5.std	3308	1	0	-1280	0
stage5.std	3324	2	0	-1280	0
stage5_s.std	1852	3	-192	10240	0
stage5_s.std	1868	1	0	10240	0
stage5_s.std	1884	4	0	10240	0
stage5_s.std	1900	3	-192	9856	0
stage5_s.std	1916	1	0	9856	0
stage5_s.std	1932	4	0	9856	0
stage5_s.std	1948	3	-192	9472	0
stage5_s.std	1964	1	0	9472	0
stage5_s.std	1980	4	0	9472	0
stage5_s.std	1996	3	-192	9088	0
stage5_s.std	2012	1	0	9088	0
stage5_s.std	2028	4	0	9088	0
stage5_s.std	2044	3	-192	8704	0
stage5_s.std	2060	1	0	8704	0
stage5_s.std	2076	4	0	8704	0
stage5_s.std	2092	3	-192	8320	0
stage5_s.std	2108	1	0	8320	0
stage5_s.std	2124	4	0	8320	0
stage5_s.std	2140	3	-192	7936	0
stage5_s.std	2156	1	0	7936	0
stage5_s.std	2172	4	0	7936	0
stage5_s.std	2188	3	-192	7552	0
stage5_s.std	2204	1	0	7552	0
stage5_s.std	2220	4	0	7552	0
stage5_s.std	2236	3	-192	7168	0
stage5_s.std	2252	1	0	7168	0
stage5_s.std	2268	4	0	7168	0
stage5_s.std	2284	3	-192	6784	0
stage5_s.std	2300	1	0	6784	0
stage5_s.std	2316	4	0	6784	0
stage5_s.std	2332	3	-192	6400	0
stage5_s.std	2348	1	0	6400	0
stage5_s.std	2364	4	0	6400	0
stage5_s.std	2380	3	-192	6016	0
stage5_s.std	2396	1	0	6016	0
stage5_s.std	2412	4	0	6016	0
stage5_s.std	2428	3	-192	5632	0
stage5_s.std	2444	1	0	5632	0
stage5_s.std	2460	4	0	5632	0
stage5_s.std	2476	3	-192	5248	0
stage5_s.std	2492	1	0	5248	0
stage5_s.std	2508	4	0	5248	0
stage5_s.std	2524	3	-192	4864	0
stage5_s.std	2540	1	0	4864	0
stage5_s.std	2556	4	0	4864	0
stage5_s.std	2572	0	-192	4480	0
stage5_s.std	2588	1	0	4480	0
stage5_s.std	2604	2	0	4480	0
stage5_s.std	2620	0	-192	4096	0
stage5_s.std	2636	1	0	4096	0
stage5_s.std	2652	2	0	4096	0
stage5_s.std	2668	0	-192	3712	0
stage5_s.std	2684	1	0	3712	0
stage5_s.std	2700	2	0	3712	0
stage5_s.std	2716	0	-192	3328	0
stage5_s.std	2732	1	0	3328	0
stage5_s.std	2748	2	0	3328	0
stage5_s.std	2764	0	-192	2944	0
stage5_s.std	2780	1	0	2944	0
stage5_s.std	2796	2	0	2944	0
stage5_s.std	2812	0	-192	2560	0
stage5_s.std	2828	1	0	2560	0
stage5_s.std	2844	2	0	2560	0
stage5_s.std	2860	0	-192	2176	0
stage5_s.std	2876	1	0	2176	0
stage5_s.std	2892	2	0	2176	0
stage5_s.std	2908	0	-192	1792	0
stage5_s.std	2924	1	0	1792	0
stage5_s.std	2940	2	0	1792	0
stage5_s.std	2956	0	-192	1408	0
stage5_s.std	2972	1	0	1408	0
stage5_s.std	2988	2	0	1408	0
stage5_s.std	3004	0	-192	1024	0
stage5_s.std	3020	1	0	1024	0
stage5_s.std	3036	2	0	1024	0
stage5_s.std	3052	0	-192	640	0
stage5_s.std	3068	1	0	640	0
stage5_s.std	3084	2	0	640	0
stage5_s.std	3100	0	-192	256	0
stage5_s.std	3116	1	0	256	0
stage5_s.std	3132	2	0	256	0
stage5_s.std	3148	0	-192	-128	0
stage5_s.std	3164	1	0	-128	0
stage5_s.std	3180	2	0	-128	0
stage5_s.std	3196	0	-192	-512	0
stage5_s.std	3212	1	0	-512	0
stage5_s.std	3228	2	0	-512	0
stage5_s.std	3244	0	-192	-896	0
stage5_s.std	3260	1	0	-896	0
stage5_s.std	3276	2	0	-896	0
stage5_s.std	3292	0	-192	-1280	0
stage5_s.std	3308	1	0	-1280	0
stage5_s.std	3324	2	0	-1280	0
stage6.std	1544	3	-192	8320	0
stage6.std	1560	1	0	8320	0
stage6.std	1576	4	0	8320	0
stage6.std	1592	0	-192	7936	0
stage6.std	1608	4	0	7936	0
stage6.std	1624	2	0	7936	0
stage6.std	1640	0	-192	7552	0
stage6.std	1656	4	0	7552	0
stage6.std	1672	2	0	7552	0
stage6.std	1688	0	-192	7168	0
stage6.std	1704	4	0	7168	0
stage6.std	1720	2	0	7168	0
stage6.std	1736	0	-192	6784	0
stage6.std	1752	4	0	6784	0
stage6.std	1768	2	0	6784	0
stage6.std	1784	3	-192	6400	0
stage6.std	1800	1	0	6400	0
stage6.std	1816	2	0	6400	0
stage6.std	1832	3	-192	6016	0
stage6.std	1848	1	0	6016	0
stage6.std	1864	2	0	6016	0
stage6.std	1880	3	-192	5632	0
stage6.std	1896	1	0	5632	0
stage6.std	1912	2	0	5632	0
stage6.std	1928	3	-192	5248	0
stage6.std	1944	1	0	5248	0
stage6.std	1960	2	0	5248	0
stage6.std	1976	3	-192	4864	0
stage6.std	1992	1	0	4864	0
stage6.std	2008	2	0	4864	0
stage6.std	2024	3	-192	4480	0
stage6.std	2040	1	0	4480	0
stage6.std	2056	2	0	4480	0
stage6.std	2072	3	-192	4096	0
stage6.std	2088	1	0	4096	0
stage6.std	2104	2	0	4096	0
stage6.std	2120	3	-192	3712	0
stage6.std	2136	1	0	3712	0
stage6.std	2152	2	0	3712	0
stage6.std	2168	3	-192	3328	0
stage6.std	2184	1	0	3328	0
stage6.std	2200	2	0	3328	0
stage6.std	2216	3	-192	2944	0
stage6.std	2232	1	0	2944	0
stage6.std	2248	2	0	2944	0
stage6.std	2264	3	-192	2560	0
stage6.std	2280	1	0	2560	0
stage6.std	2296	2	0	2560	0
stage6.std	2312	3	-192	2176	0
stage6.std	2328	1	0	2176	0
stage6.std	2344	2	0	2176	0
stage6.std	2360	3	-192	1792	0
stage6.std	2376	1	0	1792	0
stage6.std	2392	2	0	1792	0
stage6.std	2408	0	-192	1408	0
stage6.std	2424	4	0	1408	0
stage6.std	2440	3	-192	1024	0
stage6.std	2456	1	0	1024	0
stage6.std	2472	2	0	1024	0
stage6.std	2488	0	-192	640	0
stage6.std	2504	4	0	640	0
stage6.std	2520	3	-192	256	0
stage6.std	2536	1	0	256	0
stage6.std	2552	2	0	256	0
stage6_s.std	1544	3	-192	8320	0
stage6_s.std	1560	1	0	8320	0
stage6_s.std	1576	4	0	8320	0
stage6_s.std	1592	0	-192	7936	0
stage6_s.std	1608	4	0	7936	0
stage6_s.std	1624	2	0	7936	0
stage6_s.std	1640	0	-192	7552	0
stage6_s.std	1656	4	0	7552	0
stage6_s.std	1672	2	0	7552	0
stage6_s.std	1688	0	-192	7168	0
stage6_s.std	1704	4	0	7168	0
stage6_s.std	1720	2	0	7168	0
stage6_s.std	1736	0	-192	6784	0
stage6_s.std	1752	4	0	6784	0
stage6_s.std	1768	2	0	6784	0
stage6_s.std	1784	3	-192	6400	0
stage6_s.std	1800	1	0	6400	0
stage6_s.std	1816	2	0	6400	0
stage6_s.std	1832	3	-192	6016	0
stage6_s.std	1848	1	0	6016	0
stage6_s.std	1864	2	0	6016	0
stage6_s.std	1880	3	-192	5632	0
stage6_s.std	1896	1	0	5632	0
stage6_s.std	1912	2	0	5632	0
stage6_s.std	1928	3	-192	5248	0
stage6_s.std	1944	1	0	5248	0
stage6_s.std	1960	2	0	5248	0
stage6_s.std	1976	3	-192	4864	0
stage6_s.std	1992	1	0	4864	0
stage6_s.std	2008	2	0	4864	0
stage6_s.std	2024	3	-192	4480	0
stage6_s.std	2040	1	0	4480	0
stage6_s.std	2056	2	0	4480	0
stage6_s.std	2072	3	-192	4096	0
stage6_s.std	2088	1	0	4096	0
stage6_s.std	2104	2	0	4096	0
stage6_s.std	2120	3	-192	3712	0
stage6_s.std	2136	1	0	3712	0
stage6_s.std	2152	2	0	3712	0
stage6_s.std	2168	3	-192	3328	0
stage6_s.std	2184	1	0	3328	0
stage6_s.std	2200	2	0	3328	0
stage6_s.std	2216	3	-192	2944	0
stage6_s.std	2232	1	0	2944	0
stage6_s.std	2248	2	0	2944	0
stage6_s.std	2264	3	-192	2560	0
stage6_s.std	2280	1	0	2560	0
stage6_s.std	2296	2	0	2560	0
stage6_s.std	2312	3	-192	2176	0
stage6_s.std	2328	1	0	2176	0
stage6_s.std	2344	2	0	2176	0
stage6_s.std	2360	3	-192	1792	0
stage6_s.std	2376	1	0	1792	0
stage6_s.std	2392	2	0	1792	0
stage6_s.std	2408	0	-192	1408	0
stage6_s.std	2424	4	0	1408	0
stage6_s.std	2440	3	-192	1024	0
stage6_s.std	2456	1	0	1024	0
stage6_s.std	2472	2	0	1024	0
stage6_s.std	2488	0	-192	640	0
stage6_s.std	2504	4	0	640	0
stage6_s.std	2520	3	-192	256	0
stage6_s.std	2536	1	0	256	0
stage6_s.std	2552	2	0	256	0
stage7.std	1544	3	-192	-8320	0
stage7.std	1560	1	0	-8320	0
stage7.std	1576	4	0	-8320	0
stage7.std	1592	0	-192	-7936	0
stage7.std	1608	4	0	-7936	0
stage7.std	1624	2	0	-7936	0
stage7.std	1640	0	-192	-7552	0
stage7.std	1656	4	0	-7552	0
stage7.std	1672	2	0	-7552	0
stage7.std	1688	0	-192	-7168	0
stage7.std	1704	4	0	-7168	0
stage7.std	1720	2	0	-7168	0
stage7.std	1736	0	-192	-6784	0
stage7.std	1752	4	0	-6784	0
stage7.std	1768	2	0	-6784	0
stage7.std	1784	3	-192	-6400	0
stage7.std	1800	1	0	-6400	0
stage7.std	1816	2	0	-6400	0
stage7.std	1832	3	-192	-6016	0
stage7.std	1848	1	0	-6016	0
stage7.std	1864	2	0	-6016	0
stage7.std	1880	3	-192	-5632	0
stage7.std	1896	1	0	-5632	0
stage7.std	1912	2	0	-5632	0
stage7.std	1928	3	-192	-5248	0
stage7.std	1944	1	0	-5248	0
stage7.std	1960	2	0	-5248	0
stage7.std	1976	3	-192	-4864	0
stage7.std	1992	1	0	-4864	0
stage7.std	2008	2	0	-4864	0
stage7.std	2024	3	-192	-4480	0
stage7.std	2040	1	0	-4480	0
stage7.std	2056	2	0	-4480	0
stage7.std	2072	3	-192	-4096	0
stage7.std	2088	1	0	-4096	0
stage7.std	2104	2	0	-4096	0
stage7.std	2120	3	-192	-3712	0
stage7.std	2136	1	0	-3712	0
stage7.std	2152	2	0	-3712	0
stage7.std	2168	3	-192	-3328	0
stage7.std	2184	1	0	-3328	0
stage7.std	2200	2	0	-3328	0
stage7.std	2216	3	-192	-2944	0
stage7.std	2232	1	0	-2944	0
stage7.std	2248	2	0	-2944	0
stage7.std	2264	3	-192	-2560	0
stage7.std	2280	1	0	-2560	0
stage7.std	2296	2	0	-2560	0
stage7.std	2312	3	-192	-2176	0
stage7.std	2328	1	0	-2176	0
stage7.std	2344	2	0	-2176	0
stage7.std	2360	3	-192	-1792	0
stage7.std	2376	1	0	-1792	0
stage7.std	2392	2	0	-1792	0
stage7.std	2408	0	-192	-1408	0
stage7.std	2424	4	0	-1408	0
stage7.std	2440	3	-192	-1024	0
stage7.std	2456	1	0	-1024	0
stage7.std	2472	2	0	-1024	0
stage7.std	2488	0	-192	-640	0
stage7.std	2504	4	0	-640	0
stage7.std	2520	0	-192	-256	0
stage7.std	2536	4	0	-256	0
stage7.std	2552	0	-192	128	0
stage7.std	2568	4	0	128	0
stage7.std	2584	3	-192	512	0
stage7.std	2600	1	0	512	0
stage7.std	2616	2	0	512	0
stage7_s.std	1544	3	-192	-8320	0
stage7_s.std	1560	1	0	-8320	0
stage7_s.std	1576	4	0	-8320	0
stage7_s.std	1592	0	-192	-7936	0
stage7_s.std	1608	4	0	-7936	0
stage7_s.std	1624	2	0	-7936	0
stage7_s.std	1640	0	-192	-7552	0
stage7_s.std	1656	4	0	-7552	0
stage7_s.std	1672	2	0	-7552	0
stage7_s.std	1688	0	-192	-7168	0
stage7_s.std	1704	4	0	-7168	0
stage7_s.std	1720	2	0	-7168	0
stage7_s.std	1736	0	-192	-6784	0
stage7_s.std	1752	4	0	-6784	0
stage7_s.std	1768	2	0	-6784	0
stage7_s.std	1784	3	-192	-6400	0
stage7_s.std	1800	1	0	-6400	0
stage7_s.std	1816	2	0	-6400	0
stage7_s.std	1832	3	-192	-6016	0
stage7_s.std	1848	1	0	-6016	0
stage7_s.std	1864	2	0	-6016	0
stage7_s.std	1880	3	-192	-5632	0
stage7_s.std	1896	1	0	-5632	0
stage7_s.std	1912	2	0	-5632	0
stage7_s.std	1928	3	-192	-5248	0
stage7_s.std	1944	1	0	-5248	0
stage7_s.std	1960	2	0	-5248	0
stage7_s.std	1976	3	-192	-4864	0
stage7_s.std	1992	1	0	-4864	0
stage7_s.std	2008	2	0	-4864	0
stage7_s.std	2024	3	-192	-4480	0
stage7_s.std	2040	1	0	-4480	0
stage7_s.std	2056	2	0	-4480	0
stage7_s.std	2072	3	-192	-4096	0
stage7_s.std	2088	1	0	-4096	0
stage7_s.std	2104	2	0	-4096	0
stage7_s.std	2120	3	-192	-3712	0
stage7_s.std	2136	1	0	-3712	0
stage7_s.std	2152	2	0	-3712	0
stage7_s.std	2168	3	-192	-3328	0
stage7_s.std	2184	1	0	-3328	0
stage7_s.std	2200	2	0	-3328	0
stage7_s.std	2216	3	-192	-2944	0
stage7_s.std	2232	1	0	-2944	0
stage7_s.std	2248	2	0	-2944	0
stage7_s.std	2264	3	-192	-2560	0
stage7_s.std	2280	1	0	-2560	0
stage7_s.std	2296	2	0	-2560	0
stage7_s.std	2312	3	-192	-2176	0
stage7_s.std	2328	1	0	-2176	0
stage7_s.std	2344	2	0	-2176	0
stage7_s.std	2360	3	-192	-1792	0
stage7_s.std	2376	1	0	-1792	0
stage7_s.std	2392	2	0	-1792	0
stage7_s.std	2408	0	-192	-1408	0
stage7_s.std	2424	4	0	-1408	0
stage7_s.std	2440	3	-192	-1024	0
stage7_s.std	2456	1	0	-1024	0
stage7_s.std	2472	2	0	-1024	0
stage7_s.std	2488	0	-192	-640	0
stage7_s.std	2504	4	0	-640	0
stage7_s.std	2520	0	-192	-256	0
stage7_s.std	2536	4	0	-256	0
stage7_s.std	2552	0	-192	128	0
stage7_s.std	2568	4	0	128	0
stage7_s.std	2584	3	-192	512	0
stage7_s.std	2600	1	0	512	0
stage7_s.std	2616	2	0	512	0
stage8.std	2872	0	-192	6600	0
stage8.std	2888	0	-192	6344	0
stage8.std	2904	2	-192	6088	0
stage8.std	2920	2	-192	5832	0
stage8.std	2936	2	-192	5576	0
stage8.std	2952	2	-192	5320	0
stage8.std	2968	2	-192	5064	0
stage8.std	2984	2	-192	4808	0
stage8.std	3000	2	-192	4552	0
stage8.std	3016	0	-192	4296	0
stage8.std	3032	1	-192	4296	0
stage8.std	3048	0	-192	4040	0
stage8.std	3064	1	-192	4040	0
stage8.std	3080	0	-192	3784	0
stage8.std	3096	1	-192	3784	0
stage8.std	3112	0	-192	3528	0
stage8.std	3128	1	-192	3528	0
stage8.std	3144	0	-192	3272	0
stage8.std	3160	1	-192	3272	0
stage8.std	3176	0	-192	3016	0
stage8.std	3192	1	-192	3016	0
stage8.std	3208	0	-192	2760	0
stage8.std	3224	1	-192	2760	0
stage8.std	3240	0	-192	2504	0
stage8.std	3256	1	-192	2504	0
stage8.std	3272	0	-192	2248	0
stage8.std	3288	1	-192	2248	0
stage8.std	3304	0	-192	1992	0
stage8.std	3320	1	-192	1992	0
stage8.std	3336	0	-192	1736	0
stage8.std	3352	1	-192	1736	0
stage8.std	3368	0	-192	1480	0
stage8.std	3384	1	-192	1480	0
stage8.std	3400	0	-192	1224	0
stage8.std	3416	1	-192	1224	0
stage8.std	3432	0	-192	968	0
stage8.std	3448	1	-192	968	0
stage8.std	3464	0	-192	712	0
stage8.std	3480	0	320	712	0
stage8.std	3496	1	-192	712	0
stage8.std	3512	0	-192	456	0
stage8.std	3528	0	320	456	0
stage8.std	3544	1	-192	456	0
stage8.std	3560	0	-192	200	0
stage8.std	3576	0	320	200	0
stage8.std	3592	1	-192	200	0
stage8.std	3608	0	-192	-56	0
stage8.std	3624	0	320	-56	0
stage8.std	3640	1	-192	-56	0
stage8_s.std	2872	0	-192	6600	0
stage8_s.std	2888	0	-192	6344	0
stage8_s.std	2904	2	-192	6088	0
stage8_s.std	2920	2	-192	5832	0
stage8_s.std	2936	2	-192	5576	0
stage8_s.std	2952	2	-192	5320	0
stage8_s.std	2968	2	-192	5064	0
stage8_s.std	2984	2	-192	4808	0
stage8_s.std	3000	2	-192	4552	0
stage8_s.std	3016	0	-192	4296	0
stage8_s.std	3032	1	-192	4296	0
stage8_s.std	3048	0	-192	4040	0
stage8_s.std	3064	1	-192	4040	0
stage8_s.std	3080	0	-192	3784	0
stage8_s.std	3096	1	-192	3784	0
stage8_s.std	3112	0	-192	3528	0
stage8_s.std	3128	1	-192	3528	0
stage8_s.std	3144	0	-192	3272	0
stage8_s.std	3160	1	-192	3272	0
stage8_s.std	3176	0	-192	3016	0
stage8_s.std	3192	1	-192	3016	0
stage8_s.std	3208	0	-192	2760	0
stage8_s.std	3224	1	-192	2760	0
stage8_s.std	3240	0	-192	2504	0
stage8_s.std	3256	1	-192	2504	0
stage8_s.std	3272	0	-192	2248	0
stage8_s.std	3288	1	-192	2248	0
stage8_s.std	3304	0	-192	1992	0
stage8_s.std	3320	1	-192	1992	0
stage8_s.std	3336	0	-192	1736	0
stage8_s.std	3352	1	-192	1736	0
stage8_s.std	3368	0	-192	1480	0
stage8_s.std	3384	1	-192	1480	0
stage8_s.std	3400	0	-192	1224	0
stage8_s.std	3416	1	-192	1224	0
stage8_s.std	3432	0	-192	968	0
stage8_s.std	3448	1	-192	968	0
stage8_s.std	3464	0	-192	712	0
stage8_s.std	3480	0	320	712	0
stage8_s.std	3496	1	-192	712	0
stage8_s.std	3512	0	-192	456	0
stage8_s.std	3528	0	320	456	0
stage8_s.std	3544	1	-192	456	0
stage8_s.std	3560	0	-192	200	0
stage8_s.std	3576	0	320	200	0
stage8_s.std	3592	1	-192	200	0
stage8_s.std	3608	0	-192	-56	0
stage8_s.std	3624	0	320	-56	0
stage8_s.std	3640	1	-192	-56	0
