file	sub	offset	opcode	mask	operand_flags
ecldata3.ecl	17	7896	96	242	0
ecldata3.ecl	17	7940	96	244	0
ecldata3.ecl	17	7984	96	248	0
ecldata3.ecl	17	8328	96	254	0
ecldata3.ecl	21	9664	96	255	0
ecldata3.ecl	21	9744	96	255	0
ecldata3.ecl	21	10076	96	255	0
ecldata3.ecl	21	10156	96	255	0
ecldata3.ecl	22	10432	98	255	4
ecldata3.ecl	23	10804	99	95	80
ecldata3.ecl	23	10848	99	63	80
ecldata3.ecl	23	10908	99	78	80
ecldata3.ecl	23	10952	99	46	80
ecldata3.ecl	23	11036	99	95	80
ecldata3.ecl	23	11080	99	63	80
ecldata3.ecl	23	11160	99	78	80
ecldata3.ecl	23	11204	99	46	80
ecldata3.ecl	31	14560	98	255	0
ecldata3.ecl	32	14856	97	255	80
ecldata3.ecl	32	14948	97	255	80
ecldata3.ecl	36	17132	99	63	82
ecldata3.ecl	36	17176	99	95	82
ecldata3.ecl	36	17236	99	63	82
ecldata3.ecl	36	17280	99	95	82
ecldata3.ecl	36	17364	99	63	82
ecldata3.ecl	36	17408	99	95	82
ecldata3.ecl	36	17488	99	63	82
ecldata3.ecl	36	17532	99	95	82
ecldata3.ecl	39	19752	99	63	82
ecldata3.ecl	39	19796	99	95	82
ecldata3.ecl	39	19856	99	63	82
ecldata3.ecl	39	19900	99	95	82
ecldata3.ecl	39	19984	99	63	82
ecldata3.ecl	39	20028	99	95	82
ecldata3.ecl	39	20108	99	63	82
ecldata3.ecl	39	20152	99	95	82
ecldata3.ecl	41	20796	99	63	82
ecldata3.ecl	41	20840	99	95	82
ecldata3.ecl	41	20900	99	63	82
ecldata3.ecl	41	20944	99	95	82
ecldata3.ecl	41	21028	99	63	82
ecldata3.ecl	41	21072	99	95	82
ecldata3.ecl	41	21152	99	63	82
ecldata3.ecl	41	21196	99	95	82
ecldata3.ecl	45	24808	99	255	84
ecldata3.ecl	45	24872	99	255	84
ecldata3.ecl	47	27116	96	241	0
ecldata3.ecl	47	27160	96	242	0
ecldata3.ecl	47	27204	96	244	0
ecldata3.ecl	47	27248	96	248	0
ecldata3.ecl	49	28080	97	241	64
ecldata3.ecl	49	28124	97	242	64
ecldata3.ecl	49	28168	97	244	64
ecldata3.ecl	49	28212	97	248	64
ecldata3.ecl	49	28304	97	241	64
ecldata3.ecl	49	28348	97	242	64
ecldata3.ecl	49	28392	97	244	64
ecldata3.ecl	49	28436	97	248	64
ecldata3.ecl	51	29700	99	255	64
ecldata3.ecl	51	29772	98	255	0
ecldata3.ecl	53	30172	97	255	66
ecldata3.ecl	55	32008	96	255	0
ecldata3.ecl	55	32080	98	255	0
ecldata3.ecl	57	32472	97	255	66
ecldata3.ecl	59	33768	96	255	0
ecldata3.ecl	59	33840	98	255	0
ecldata3.ecl	61	34368	97	255	66
ecldata3.ecl	63	35640	99	255	64
ecldata3.ecl	63	35712	98	255	0
ecldata3.ecl	65	36124	97	255	66
ecldata3.ecl	68	38748	98	255	54
ecldata3.ecl	72	41744	98	255	28
ecldata3sp.ecl	2	1380	96	255	0
ecldata3sp.ecl	2	1460	96	255	0
ecldata3sp.ecl	2	1792	96	255	0
ecldata3sp.ecl	2	1872	96	255	0
ecldata3sp.ecl	3	2148	98	255	4
ecldata3sp.ecl	4	2520	99	95	80
ecldata3sp.ecl	4	2564	99	63	80
ecldata3sp.ecl	4	2624	99	78	80
ecldata3sp.ecl	4	2668	99	46	80
ecldata3sp.ecl	4	2752	99	95	80
ecldata3sp.ecl	4	2796	99	63	80
ecldata3sp.ecl	4	2876	99	78	80
ecldata3sp.ecl	4	2920	99	46	80
ecldata3sp.ecl	12	6276	98	255	0
ecldata3sp.ecl	13	6572	97	255	80
ecldata3sp.ecl	13	6664	97	255	80
ecldata3sp.ecl	17	8848	99	63	82
ecldata3sp.ecl	17	8892	99	95	82
ecldata3sp.ecl	17	8952	99	63	82
ecldata3sp.ecl	17	8996	99	95	82
ecldata3sp.ecl	17	9080	99	63	82
ecldata3sp.ecl	17	9124	99	95	82
ecldata3sp.ecl	17	9204	99	63	82
ecldata3sp.ecl	17	9248	99	95	82
ecldata3sp.ecl	20	11468	99	63	82
ecldata3sp.ecl	20	11512	99	95	82
ecldata3sp.ecl	20	11572	99	63	82
ecldata3sp.ecl	20	11616	99	95	82
ecldata3sp.ecl	20	11700	99	63	82
ecldata3sp.ecl	20	11744	99	95	82
ecldata3sp.ecl	20	11824	99	63	82
ecldata3sp.ecl	20	11868	99	95	82
ecldata3sp.ecl	22	12512	99	63	82
ecldata3sp.ecl	22	12556	99	95	82
ecldata3sp.ecl	22	12616	99	63	82
ecldata3sp.ecl	22	12660	99	95	82
ecldata3sp.ecl	22	12744	99	63	82
ecldata3sp.ecl	22	12788	99	95	82
ecldata3sp.ecl	22	12868	99	63	82
ecldata3sp.ecl	22	12912	99	95	82
ecldata3sp.ecl	26	16524	99	255	84
ecldata3sp.ecl	26	16588	99	255	84
ecldata3sp.ecl	28	18832	96	241	0
ecldata3sp.ecl	28	18876	96	242	0
ecldata3sp.ecl	28	18920	96	244	0
ecldata3sp.ecl	28	18964	96	248	0
ecldata3sp.ecl	30	19796	97	241	64
ecldata3sp.ecl	30	19840	97	242	64
ecldata3sp.ecl	30	19884	97	244	64
ecldata3sp.ecl	30	19928	97	248	64
ecldata3sp.ecl	30	20020	97	241	64
ecldata3sp.ecl	30	20064	97	242	64
ecldata3sp.ecl	30	20108	97	244	64
ecldata3sp.ecl	30	20152	97	248	64
ecldata3sp.ecl	32	21416	99	255	64
ecldata3sp.ecl	32	21488	98	255	0
ecldata3sp.ecl	34	21888	97	255	66
ecldata3sp.ecl	36	23724	96	255	0
ecldata3sp.ecl	36	23796	98	255	0
ecldata3sp.ecl	38	24188	97	255	66
ecldata3sp.ecl	40	25484	96	255	0
ecldata3sp.ecl	40	25556	98	255	0
ecldata3sp.ecl	42	26084	97	255	66
ecldata3sp.ecl	44	27356	99	255	64
ecldata3sp.ecl	44	27428	98	255	0
ecldata3sp.ecl	46	27840	97	255	66
ecldata3sp.ecl	49	30464	98	255	54
ecldata3sp.ecl	53	33460	98	255	28
ecldata3sp.ecl	59	36028	96	255	0
ecldata3sp.ecl	59	36104	97	255	64
ecldata3sp.ecl	59	36180	97	255	64
ecldata3sp.ecl	59	36256	97	255	64
ecldata4a.ecl	1	932	96	255	16
ecldata4a.ecl	1	976	96	254	16
ecldata4a.ecl	1	1020	96	252	16
ecldata4a.ecl	1	1064	96	248	16
ecldata4a.ecl	2	1488	96	255	16
ecldata4a.ecl	2	1532	96	254	16
ecldata4a.ecl	2	1576	96	252	16
ecldata4a.ecl	4	1956	96	254	0
ecldata4a.ecl	4	2000	96	255	0
ecldata4a.ecl	5	2208	98	241	0
ecldata4a.ecl	5	2252	98	242	0
ecldata4a.ecl	5	2296	98	244	0
ecldata4a.ecl	5	2340	98	248	0
ecldata4a.ecl	9	4036	97	255	80
ecldata4a.ecl	11	4572	97	255	88
ecldata4a.ecl	13	5224	96	255	148
ecldata4a.ecl	17	6556	98	255	12
ecldata4a.ecl	17	6600	100	255	28
ecldata4a.ecl	17	7008	98	255	24
ecldata4a.ecl	17	7052	98	255	24
ecldata4a.ecl	17	7096	98	255	24
ecldata4a.ecl	17	7380	98	255	12
ecldata4a.ecl	17	7424	100	255	28
ecldata4a.ecl	17	7708	98	255	12
ecldata4a.ecl	17	7752	100	254	28
ecldata4a.ecl	17	8172	98	255	24
ecldata4a.ecl	17	8216	98	255	24
ecldata4a.ecl	17	8260	98	255	24
ecldata4a.ecl	19	9256	98	255	12
ecldata4a.ecl	19	9300	100	255	28
ecldata4a.ecl	19	9856	104	255	52
ecldata4a.ecl	19	10164	98	255	12
ecldata4a.ecl	19	10208	100	255	28
ecldata4a.ecl	19	10788	104	255	52
ecldata4a.ecl	25	12740	98	255	4
ecldata4a.ecl	25	12784	98	255	0
ecldata4a.ecl	25	12828	98	255	0
ecldata4a.ecl	25	12912	98	255	152
ecldata4a.ecl	25	12956	98	255	152
ecldata4a.ecl	25	13040	98	255	152
ecldata4a.ecl	25	13084	98	255	152
ecldata4a.ecl	25	13168	98	255	152
ecldata4a.ecl	25	13212	98	255	152
ecldata4a.ecl	25	13492	98	255	4
ecldata4a.ecl	25	13536	98	255	0
ecldata4a.ecl	25	13580	98	255	0
ecldata4a.ecl	25	13664	98	255	152
ecldata4a.ecl	25	13708	98	255	152
ecldata4a.ecl	25	13792	98	255	152
ecldata4a.ecl	25	13836	98	255	152
ecldata4a.ecl	25	13920	98	255	152
ecldata4a.ecl	25	13964	98	255	152
ecldata4a.ecl	26	15172	104	255	4
ecldata4a.ecl	26	15216	96	255	0
ecldata4a.ecl	26	15300	98	255	152
ecldata4a.ecl	26	15344	98	255	152
ecldata4a.ecl	26	15428	98	255	152
ecldata4a.ecl	26	15472	98	255	152
ecldata4a.ecl	26	15556	98	255	152
ecldata4a.ecl	26	15600	98	255	152
ecldata4a.ecl	26	16036	104	255	4
ecldata4a.ecl	26	16080	96	255	0
ecldata4a.ecl	26	16164	98	255	152
ecldata4a.ecl	26	16208	98	255	152
ecldata4a.ecl	26	16292	98	255	152
ecldata4a.ecl	26	16336	98	255	152
ecldata4a.ecl	26	16420	98	255	152
ecldata4a.ecl	26	16464	98	255	152
ecldata4a.ecl	28	18600	99	255	80
ecldata4a.ecl	28	18768	99	255	80
ecldata4a.ecl	29	19144	96	255	132
ecldata4a.ecl	30	21004	98	255	20
ecldata4a.ecl	30	21204	104	255	4
ecldata4a.ecl	30	21248	104	255	4
ecldata4a.ecl	34	23884	99	255	64
ecldata4a.ecl	34	24088	99	255	64
ecldata4a.ecl	34	24292	99	255	64
ecldata4a.ecl	34	24496	99	255	64
ecldata4a.ecl	34	24700	99	255	64
ecldata4a.ecl	35	24968	99	255	64
ecldata4a.ecl	35	25172	99	255	64
ecldata4a.ecl	35	25376	99	255	64
ecldata4a.ecl	35	25580	99	255	64
ecldata4a.ecl	35	25784	99	255	64
ecldata4a.ecl	37	27348	99	255	80
ecldata4a.ecl	37	27392	99	255	80
ecldata4a.ecl	41	30328	98	242	64
ecldata4a.ecl	41	30372	98	244	64
ecldata4a.ecl	41	30416	98	248	64
ecldata4a.ecl	44	31600	97	254	64
ecldata4a.ecl	44	31644	97	241	64
ecldata4a.ecl	46	34052	96	255	0
ecldata4a.ecl	49	34768	97	241	64
ecldata4a.ecl	49	34812	97	242	64
ecldata4a.ecl	49	34856	97	244	64
ecldata4a.ecl	49	34900	97	248	64
ecldata4a.ecl	50	35112	97	241	64
ecldata4a.ecl	50	35156	97	242	64
ecldata4a.ecl	50	35200	97	244	64
ecldata4a.ecl	50	35244	97	248	64
ecldata4a.ecl	51	35416	97	242	64
ecldata4a.ecl	51	35460	97	244	64
ecldata4a.ecl	51	35504	97	248	64
ecldata4a.ecl	52	35676	97	242	64
ecldata4a.ecl	52	35720	97	244	64
ecldata4a.ecl	52	35764	97	248	64
ecldata4a.ecl	55	37544	96	242	0
ecldata4a.ecl	55	37588	96	244	0
ecldata4a.ecl	55	37632	96	248	0
ecldata4a.ecl	56	37728	96	242	0
ecldata4a.ecl	56	37772	96	244	0
ecldata4a.ecl	56	37816	96	248	0
ecldata4asp.ecl	2	1460	98	255	12
ecldata4asp.ecl	2	1504	100	255	28
ecldata4asp.ecl	2	1912	98	255	24
ecldata4asp.ecl	2	1956	98	255	24
ecldata4asp.ecl	2	2000	98	255	24
ecldata4asp.ecl	2	2284	98	255	12
ecldata4asp.ecl	2	2328	100	255	28
ecldata4asp.ecl	2	2612	98	255	12
ecldata4asp.ecl	2	2656	100	254	28
ecldata4asp.ecl	2	3076	98	255	24
ecldata4asp.ecl	2	3120	98	255	24
ecldata4asp.ecl	2	3164	98	255	24
ecldata4asp.ecl	4	4160	98	255	12
ecldata4asp.ecl	4	4204	100	255	28
ecldata4asp.ecl	4	4760	104	255	52
ecldata4asp.ecl	4	5068	98	255	12
ecldata4asp.ecl	4	5112	100	255	28
ecldata4asp.ecl	4	5692	104	255	52
ecldata4asp.ecl	10	7644	98	255	4
ecldata4asp.ecl	10	7688	98	255	0
ecldata4asp.ecl	10	7732	98	255	0
ecldata4asp.ecl	10	7816	98	255	152
ecldata4asp.ecl	10	7860	98	255	152
ecldata4asp.ecl	10	7944	98	255	152
ecldata4asp.ecl	10	7988	98	255	152
ecldata4asp.ecl	10	8072	98	255	152
ecldata4asp.ecl	10	8116	98	255	152
ecldata4asp.ecl	10	8396	98	255	4
ecldata4asp.ecl	10	8440	98	255	0
ecldata4asp.ecl	10	8484	98	255	0
ecldata4asp.ecl	10	8568	98	255	152
ecldata4asp.ecl	10	8612	98	255	152
ecldata4asp.ecl	10	8696	98	255	152
ecldata4asp.ecl	10	8740	98	255	152
ecldata4asp.ecl	10	8824	98	255	152
ecldata4asp.ecl	10	8868	98	255	152
ecldata4asp.ecl	11	10076	104	255	4
ecldata4asp.ecl	11	10120	96	255	0
ecldata4asp.ecl	11	10204	98	255	152
ecldata4asp.ecl	11	10248	98	255	152
ecldata4asp.ecl	11	10332	98	255	152
ecldata4asp.ecl	11	10376	98	255	152
ecldata4asp.ecl	11	10460	98	255	152
ecldata4asp.ecl	11	10504	98	255	152
ecldata4asp.ecl	11	10940	104	255	4
ecldata4asp.ecl	11	10984	96	255	0
ecldata4asp.ecl	11	11068	98	255	152
ecldata4asp.ecl	11	11112	98	255	152
ecldata4asp.ecl	11	11196	98	255	152
ecldata4asp.ecl	11	11240	98	255	152
ecldata4asp.ecl	11	11324	98	255	152
ecldata4asp.ecl	11	11368	98	255	152
ecldata4asp.ecl	13	13504	99	255	80
ecldata4asp.ecl	13	13672	99	255	80
ecldata4asp.ecl	14	14048	96	255	132
ecldata4asp.ecl	15	15908	98	255	20
ecldata4asp.ecl	15	16108	104	255	4
ecldata4asp.ecl	15	16152	104	255	4
ecldata4asp.ecl	19	18788	99	255	64
ecldata4asp.ecl	19	18992	99	255	64
ecldata4asp.ecl	19	19196	99	255	64
ecldata4asp.ecl	19	19400	99	255	64
ecldata4asp.ecl	19	19604	99	255	64
ecldata4asp.ecl	20	19872	99	255	64
ecldata4asp.ecl	20	20076	99	255	64
ecldata4asp.ecl	20	20280	99	255	64
ecldata4asp.ecl	20	20484	99	255	64
ecldata4asp.ecl	20	20688	99	255	64
ecldata4asp.ecl	22	22252	99	255	80
ecldata4asp.ecl	22	22296	99	255	80
ecldata4asp.ecl	26	25232	98	242	64
ecldata4asp.ecl	26	25276	98	244	64
ecldata4asp.ecl	26	25320	98	248	64
ecldata4asp.ecl	29	26504	97	254	64
ecldata4asp.ecl	29	26548	97	241	64
ecldata4asp.ecl	31	28956	96	255	0
ecldata4asp.ecl	34	29672	97	241	64
ecldata4asp.ecl	34	29716	97	242	64
ecldata4asp.ecl	34	29760	97	244	64
ecldata4asp.ecl	34	29804	97	248	64
ecldata4asp.ecl	35	30016	97	241	64
ecldata4asp.ecl	35	30060	97	242	64
ecldata4asp.ecl	35	30104	97	244	64
ecldata4asp.ecl	35	30148	97	248	64
ecldata4asp.ecl	36	30320	97	242	64
ecldata4asp.ecl	36	30364	97	244	64
ecldata4asp.ecl	36	30408	97	248	64
ecldata4asp.ecl	37	30580	97	242	64
ecldata4asp.ecl	37	30624	97	244	64
ecldata4asp.ecl	37	30668	97	248	64
ecldata4asp.ecl	40	32448	96	242	0
ecldata4asp.ecl	40	32492	96	244	0
ecldata4asp.ecl	40	32536	96	248	0
ecldata4asp.ecl	41	32632	96	242	0
ecldata4asp.ecl	41	32676	96	244	0
ecldata4asp.ecl	41	32720	96	248	0
ecldata4asp.ecl	46	35824	97	255	64
ecldata4b.ecl	1	1000	96	255	16
ecldata4b.ecl	1	1044	96	254	16
ecldata4b.ecl	1	1088	96	252	16
ecldata4b.ecl	1	1132	96	248	16
ecldata4b.ecl	2	1556	96	255	16
ecldata4b.ecl	2	1600	96	254	16
ecldata4b.ecl	2	1644	96	252	16
ecldata4b.ecl	4	2024	96	254	0
ecldata4b.ecl	4	2068	96	255	0
ecldata4b.ecl	5	2276	98	241	0
ecldata4b.ecl	5	2320	98	242	0
ecldata4b.ecl	5	2364	98	244	0
ecldata4b.ecl	5	2408	98	248	0
ecldata4b.ecl	9	4104	97	255	80
ecldata4b.ecl	11	4640	97	255	88
ecldata4b.ecl	13	5292	96	255	148
ecldata4b.ecl	18	6980	99	255	64
ecldata4b.ecl	18	7024	99	255	64
ecldata4b.ecl	20	8076	99	255	74
ecldata4b.ecl	20	8120	99	254	90
ecldata4b.ecl	20	8164	99	254	90
ecldata4b.ecl	20	8304	99	255	74
ecldata4b.ecl	20	8348	99	254	90
ecldata4b.ecl	20	8392	99	255	90
ecldata4b.ecl	20	8596	99	255	74
ecldata4b.ecl	20	8640	99	254	90
ecldata4b.ecl	20	8684	99	254	90
ecldata4b.ecl	20	8844	99	255	74
ecldata4b.ecl	20	8888	99	254	90
ecldata4b.ecl	20	8932	99	255	90
ecldata4b.ecl	23	10796	99	255	86
ecldata4b.ecl	23	10856	99	255	86
ecldata4b.ecl	23	11036	99	255	86
ecldata4b.ecl	23	11172	99	255	86
ecldata4b.ecl	29	13696	99	255	66
ecldata4b.ecl	29	13920	99	255	66
ecldata4b.ecl	32	15824	99	255	82
ecldata4b.ecl	32	15944	99	255	82
ecldata4b.ecl	37	19560	99	255	84
ecldata4b.ecl	37	19640	99	255	84
ecldata4b.ecl	38	20052	97	255	80
ecldata4b.ecl	38	20352	97	255	80
ecldata4b.ecl	38	20632	97	255	80
ecldata4b.ecl	38	20932	97	255	80
ecldata4b.ecl	39	21064	97	255	66
ecldata4b.ecl	42	23908	97	255	67
ecldata4b.ecl	43	24184	97	255	67
ecldata4b.ecl	44	24460	97	255	67
ecldata4b.ecl	45	24552	97	255	67
ecldata4b.ecl	49	28360	99	255	64
ecldata4b.ecl	49	28444	99	255	64
ecldata4b.ecl	49	28528	99	255	64
ecldata4b.ecl	49	28612	99	255	64
ecldata4b.ecl	49	28696	99	255	64
ecldata4b.ecl	49	28780	99	255	64
ecldata4b.ecl	50	28976	99	255	64
ecldata4b.ecl	50	29060	99	255	64
ecldata4b.ecl	50	29144	99	255	64
ecldata4b.ecl	50	29228	99	255	64
ecldata4b.ecl	50	29312	99	255	64
ecldata4b.ecl	50	29396	99	255	64
ecldata4b.ecl	51	29848	99	255	80
ecldata4b.ecl	51	29912	99	255	80
ecldata4b.ecl	51	29976	99	255	80
ecldata4b.ecl	51	30040	99	255	80
ecldata4b.ecl	51	30104	99	255	80
ecldata4b.ecl	51	30168	99	255	80
ecldata4b.ecl	56	33876	99	255	68
ecldata4b.ecl	56	33920	99	255	68
ecldata4b.ecl	56	33980	99	255	68
ecldata4b.ecl	56	34024	99	255	68
ecldata4b.ecl	56	34084	99	255	68
ecldata4b.ecl	56	34128	99	255	68
ecldata4b.ecl	56	34188	99	255	68
ecldata4b.ecl	56	34232	99	255	68
ecldata4b.ecl	56	34292	99	255	68
ecldata4b.ecl	56	34336	99	255	68
ecldata4b.ecl	56	34396	99	255	68
ecldata4b.ecl	56	34440	99	255	68
ecldata4b.ecl	63	39460	98	255	128
ecldata4b.ecl	63	39504	98	255	128
ecldata4b.ecl	63	39548	98	255	128
ecldata4b.ecl	63	39592	98	255	128
ecldata4b.ecl	63	39636	96	242	0
ecldata4b.ecl	63	39680	96	242	0
ecldata4b.ecl	63	39724	96	242	0
ecldata4b.ecl	63	39768	96	242	0
ecldata4b.ecl	64	40028	96	255	0
ecldata4b.ecl	64	40072	96	255	0
ecldata4b.ecl	64	40116	96	255	0
ecldata4b.ecl	64	40160	96	255	0
ecldata4b.ecl	68	42740	99	255	64
ecldata4b.ecl	68	42804	99	255	64
ecldata4b.ecl	69	43156	99	255	64
ecldata4b.ecl	69	43220	99	255	64
ecldata4bsp.ecl	3	1896	99	255	64
ecldata4bsp.ecl	3	1940	99	255	64
ecldata4bsp.ecl	5	2992	99	255	74
ecldata4bsp.ecl	5	3036	99	254	90
ecldata4bsp.ecl	5	3080	99	254	90
ecldata4bsp.ecl	5	3220	99	255	74
ecldata4bsp.ecl	5	3264	99	254	90
ecldata4bsp.ecl	5	3308	99	255	90
ecldata4bsp.ecl	5	3512	99	255	74
ecldata4bsp.ecl	5	3556	99	254	90
ecldata4bsp.ecl	5	3600	99	254	90
ecldata4bsp.ecl	5	3760	99	255	74
ecldata4bsp.ecl	5	3804	99	254	90
ecldata4bsp.ecl	5	3848	99	255	90
ecldata4bsp.ecl	8	5712	99	255	86
ecldata4bsp.ecl	8	5772	99	255	86
ecldata4bsp.ecl	8	5952	99	255	86
ecldata4bsp.ecl	8	6088	99	255	86
ecldata4bsp.ecl	14	8612	99	255	66
ecldata4bsp.ecl	14	8836	99	255	66
ecldata4bsp.ecl	17	10740	99	255	82
ecldata4bsp.ecl	17	10860	99	255	82
ecldata4bsp.ecl	22	14476	99	255	84
ecldata4bsp.ecl	22	14556	99	255	84
ecldata4bsp.ecl	23	14968	97	255	80
ecldata4bsp.ecl	23	15268	97	255	80
ecldata4bsp.ecl	23	15548	97	255	80
ecldata4bsp.ecl	23	15848	97	255	80
ecldata4bsp.ecl	24	15980	97	255	66
ecldata4bsp.ecl	27	18824	97	255	67
ecldata4bsp.ecl	28	19100	97	255	67
ecldata4bsp.ecl	29	19376	97	255	67
ecldata4bsp.ecl	30	19468	97	255	67
ecldata4bsp.ecl	34	23276	99	255	64
ecldata4bsp.ecl	34	23360	99	255	64
ecldata4bsp.ecl	34	23444	99	255	64
ecldata4bsp.ecl	34	23528	99	255	64
ecldata4bsp.ecl	34	23612	99	255	64
ecldata4bsp.ecl	34	23696	99	255	64
ecldata4bsp.ecl	35	23892	99	255	64
ecldata4bsp.ecl	35	23976	99	255	64
ecldata4bsp.ecl	35	24060	99	255	64
ecldata4bsp.ecl	35	24144	99	255	64
ecldata4bsp.ecl	35	24228	99	255	64
ecldata4bsp.ecl	35	24312	99	255	64
ecldata4bsp.ecl	36	24764	99	255	80
ecldata4bsp.ecl	36	24828	99	255	80
ecldata4bsp.ecl	36	24892	99	255	80
ecldata4bsp.ecl	36	24956	99	255	80
ecldata4bsp.ecl	36	25020	99	255	80
ecldata4bsp.ecl	36	25084	99	255	80
ecldata4bsp.ecl	41	28792	99	255	68
ecldata4bsp.ecl	41	28836	99	255	68
ecldata4bsp.ecl	41	28896	99	255	68
ecldata4bsp.ecl	41	28940	99	255	68
ecldata4bsp.ecl	41	29000	99	255	68
ecldata4bsp.ecl	41	29044	99	255	68
ecldata4bsp.ecl	41	29104	99	255	68
ecldata4bsp.ecl	41	29148	99	255	68
ecldata4bsp.ecl	41	29208	99	255	68
ecldata4bsp.ecl	41	29252	99	255	68
ecldata4bsp.ecl	41	29312	99	255	68
ecldata4bsp.ecl	41	29356	99	255	68
ecldata4bsp.ecl	48	34376	98	255	128
ecldata4bsp.ecl	48	34420	98	255	128
ecldata4bsp.ecl	48	34464	98	255	128
ecldata4bsp.ecl	48	34508	98	255	128
ecldata4bsp.ecl	48	34552	96	242	0
ecldata4bsp.ecl	48	34596	96	242	0
ecldata4bsp.ecl	48	34640	96	242	0
ecldata4bsp.ecl	48	34684	96	242	0
ecldata4bsp.ecl	49	34944	96	255	0
ecldata4bsp.ecl	49	34988	96	255	0
ecldata4bsp.ecl	49	35032	96	255	0
ecldata4bsp.ecl	49	35076	96	255	0
ecldata4bsp.ecl	53	37656	99	255	64
ecldata4bsp.ecl	53	37720	99	255	64
ecldata4bsp.ecl	54	38072	99	255	64
ecldata4bsp.ecl	54	38136	99	255	64
ecldata4bsp.ecl	61	43816	99	255	68
ecldata4bsp.ecl	61	43880	99	255	68
ecldata5.ecl	0	688	96	255	24
ecldata5.ecl	1	812	96	255	0
ecldata5.ecl	4	2384	97	255	64
ecldata5.ecl	6	2760	97	255	64
ecldata5.ecl	8	3180	97	255	64
ecldata5.ecl	12	5696	96	255	0
ecldata5.ecl	14	6152	97	255	72
ecldata5.ecl	17	7760	97	255	64
ecldata5.ecl	19	8152	97	255	64
ecldata5.ecl	21	8588	97	255	64
ecldata5.ecl	24	10196	97	255	64
ecldata5.ecl	26	10668	97	255	80
ecldata5.ecl	28	11184	97	255	80
ecldata5.ecl	30	11752	97	255	80
ecldata5.ecl	30	11900	97	255	80
ecldata5.ecl	32	12464	97	255	80
ecldata5.ecl	32	12652	97	255	80
ecldata5.ecl	39	14604	99	241	64
ecldata5.ecl	39	14648	99	242	64
ecldata5.ecl	39	14692	99	244	64
ecldata5.ecl	39	14736	99	248	64
ecldata5.ecl	39	15000	99	241	64
ecldata5.ecl	39	15044	99	242	64
ecldata5.ecl	39	15088	99	244	64
ecldata5.ecl	39	15132	99	248	64
ecldata5.ecl	40	15916	97	255	196
ecldata5.ecl	40	15988	96	255	192
ecldata5.ecl	41	16728	97	255	196
ecldata5.ecl	41	16800	96	255	192
ecldata5.ecl	46	18420	97	255	196
ecldata5.ecl	46	18492	96	255	64
ecldata5.ecl	47	19204	97	255	196
ecldata5.ecl	47	19276	96	255	64
ecldata5.ecl	52	20692	99	255	84
ecldata5.ecl	52	20776	99	255	84
ecldata5.ecl	54	21804	99	255	84
ecldata5.ecl	54	21924	99	255	84
ecldata5.ecl	57	23460	96	255	80
ecldata5.ecl	58	23620	96	255	0
ecldata5.ecl	62	25652	99	255	64
ecldata5.ecl	62	25716	99	255	64
ecldata5.ecl	62	26272	99	255	68
ecldata5.ecl	62	26336	99	255	68
ecldata5.ecl	62	26400	99	255	68
ecldata5.ecl	62	26464	99	255	68
ecldata5.ecl	65	28964	99	255	70
ecldata5.ecl	65	29032	99	255	70
ecldata5.ecl	65	29096	96	252	0
ecldata5.ecl	69	31660	99	255	2
ecldata5.ecl	70	31776	99	255	2
ecldata5.ecl	72	32132	99	255	2
ecldata5.ecl	73	32248	99	255	2
ecldata5.ecl	75	33796	99	255	68
ecldata5.ecl	75	34372	99	255	68
ecldata5.ecl	75	34436	99	255	68
ecldata5.ecl	75	34500	99	255	68
ecldata5.ecl	75	34564	99	255	68
ecldata5.ecl	76	34916	97	255	64
ecldata5.ecl	82	38280	97	255	16
ecldata5.ecl	82	38324	97	255	16
ecldata5.ecl	84	38900	97	255	16
ecldata5.ecl	84	38944	97	255	16
ecldata5sp.ecl	5	1824	99	255	84
ecldata5sp.ecl	5	1908	99	255	84
ecldata5sp.ecl	7	2936	99	255	84
ecldata5sp.ecl	7	3056	99	255	84
ecldata5sp.ecl	10	4592	96	255	80
ecldata5sp.ecl	11	4752	96	255	0
ecldata5sp.ecl	15	6784	99	255	64
ecldata5sp.ecl	15	6848	99	255	64
ecldata5sp.ecl	15	7404	99	255	68
ecldata5sp.ecl	15	7468	99	255	68
ecldata5sp.ecl	15	7532	99	255	68
ecldata5sp.ecl	15	7596	99	255	68
ecldata5sp.ecl	18	10096	99	255	70
ecldata5sp.ecl	18	10164	99	255	70
ecldata5sp.ecl	18	10228	96	252	0
ecldata5sp.ecl	22	12792	99	255	2
ecldata5sp.ecl	23	12908	99	255	2
ecldata5sp.ecl	25	13264	99	255	2
ecldata5sp.ecl	26	13380	99	255	2
ecldata5sp.ecl	28	14928	99	255	68
ecldata5sp.ecl	28	15504	99	255	68
ecldata5sp.ecl	28	15568	99	255	68
ecldata5sp.ecl	28	15632	99	255	68
ecldata5sp.ecl	28	15696	99	255	68
ecldata5sp.ecl	29	16048	97	255	64
ecldata5sp.ecl	35	19412	97	255	16
ecldata5sp.ecl	35	19456	97	255	16
ecldata5sp.ecl	37	20032	97	255	16
ecldata5sp.ecl	37	20076	97	255	16
ecldata5sp.ecl	40	20960	99	255	68
ecldata5sp.ecl	40	21476	99	255	68
ecldata5sp.ecl	40	21540	99	255	68
ecldata5sp.ecl	40	21604	99	255	68
ecldata5sp.ecl	40	21668	99	255	68
